id,firstDate,lastDate,catHosp,status,ward_id,wardType,newID
013-0098-D-B,2020-04-17,2020-04-17,aux nurse,PE,13,Infectious Diseases,Infectious diseases #1
013-0099-L-S,2020-04-17,2020-04-17,nurse,PE,13,Infectious Diseases,Infectious diseases #1
013-0100-K-Y,2020-04-18,2020-04-18,aux nurse,PE,13,Infectious Diseases,Infectious diseases #1
013-0101-D-C,2020-04-18,2020-04-18,aux nurse,PE,13,Infectious Diseases,Infectious diseases #1
013-0102-B-G,2020-04-18,2020-04-18,nurse,PE,13,Infectious Diseases,Infectious diseases #1
013-0103-A-C,2020-04-18,2020-04-18,nurse,PE,13,Infectious Diseases,Infectious diseases #1
013-0104-J-A,2020-04-18,2020-04-18,patient,PA,13,Infectious Diseases,Infectious diseases #1
013-0105-C-C,2020-04-18,2020-04-18,aux nurse,PE,13,Infectious Diseases,Infectious diseases #1
013-0106-G-T,2020-04-18,2020-04-18,aux nurse,PE,13,Infectious Diseases,Infectious diseases #1
009-0140-B-M,2020-04-20,2020-04-20,nurse,PE,9,Pneumology,Pneumology
017-0001-L-F,2020-04-24,2020-04-24,aux nurse,PE,17,Internal medicine,Internal medicine
017-0002-G-J,2020-04-24,2020-04-24,aux nurse,PE,17,Internal medicine,Internal medicine
017-0003-C-M,2020-04-24,2020-04-24,nurse,PE,17,Internal medicine,Internal medicine
017-0004-B-M,2020-04-24,2020-04-24,student nurse,PE,17,Internal medicine,Internal medicine
017-0005-B-T,2020-04-24,2020-04-24,investigation,PE,17,Internal medicine,Internal medicine
017-0006-N-N,2020-04-24,2020-04-24,student nurse,PE,17,Internal medicine,Internal medicine
017-0007-S-A,2020-04-24,2020-04-24,nurse,PE,17,Internal medicine,Internal medicine
017-0008-D-P,2020-04-24,2020-04-24,aux nurse,PE,17,Internal medicine,Internal medicine
017-0009-B-D,2020-04-24,2020-04-24,logistic,PE,17,Internal medicine,Internal medicine
017-0010-D-E,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0011-K-F,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0012-R-S,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0013-L-P,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0014-M-B,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0015-B-G,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0016-V-D,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0017-Z-J,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0018-A-K,2020-04-24,2020-04-24,physician,PE,17,Internal medicine,Internal medicine
017-0019-H-R,2020-04-24,2020-04-24,physician,PE,17,Internal medicine,Internal medicine
017-0020-M-H,2020-04-24,2020-04-24,ext physician,PE,17,Internal medicine,Internal medicine
017-0021-C-A,2020-04-24,2020-04-24,aux nurse,PE,17,Internal medicine,Internal medicine
017-0022-M-C,2020-04-24,2020-04-24,other,PE,17,Internal medicine,Internal medicine
017-0023-C-P,2020-04-24,2020-04-24,administration,PE,17,Internal medicine,Internal medicine
017-0024-L-C,2020-04-24,2020-04-24,administration,PE,17,Internal medicine,Internal medicine
017-0025-P-G,2020-04-24,2020-04-24,investigation,PE,17,Internal medicine,Internal medicine
017-0026-V-A,2020-04-24,2020-04-24,investigation,PE,17,Internal medicine,Internal medicine
017-0027-C-A,2020-04-24,2020-04-24,nurse,PE,17,Internal medicine,Internal medicine
017-0028-D-E,2020-04-24,2020-04-24,student nurse,PE,17,Internal medicine,Internal medicine
017-0029-C-A,2020-04-24,2020-04-24,aux nurse,PE,17,Internal medicine,Internal medicine
017-0030-D-A,2020-04-24,2020-04-24,aux nurse,PE,17,Internal medicine,Internal medicine
017-0031-D-A,2020-04-24,2020-04-24,physician,PE,17,Internal medicine,Internal medicine
017-0032-C-M,2020-04-24,2020-04-24,investigation,PE,17,Internal medicine,Internal medicine
017-0033-J-P,2020-04-24,2020-04-24,investigation,PE,17,Internal medicine,Internal medicine
017-0034-G-M,2020-04-24,2020-04-24,investigation,PE,17,Internal medicine,Internal medicine
017-0035-F-M,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0036-B-O,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0037-P-S,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0038-S-D,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0039-R-P,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0040-T-H,2020-04-24,2020-04-24,administration,PE,17,Internal medicine,Internal medicine
017-0041-M-S,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0042-K-H,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0043-L-O,2020-04-24,2020-04-24,physician,PE,17,Internal medicine,Internal medicine
017-0044-G-S,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0045-S-S,2020-04-24,2020-04-24,nurse,PE,17,Internal medicine,Internal medicine
017-0046-H-S,2020-04-24,2020-04-24,physician,PE,17,Internal medicine,Internal medicine
017-0047-L-N,2020-04-24,2020-04-24,physician,PE,17,Internal medicine,Internal medicine
017-0048-G-C,2020-04-24,2020-04-24,physician,PE,17,Internal medicine,Internal medicine
017-0049-C-G,2020-04-24,2020-04-24,other,PE,17,Internal medicine,Internal medicine
017-0050-M-C,2020-04-24,2020-04-24,ext physician,PE,17,Internal medicine,Internal medicine
017-0051-N-A,2020-04-24,2020-04-24,ext physician,PE,17,Internal medicine,Internal medicine
017-0052-A-C,2020-04-24,2020-04-24,administration,PE,17,Internal medicine,Internal medicine
017-0053-B-L,2020-04-24,2020-04-24,reeducation staff,PE,17,Internal medicine,Internal medicine
017-0054-H-I,2020-04-24,2020-04-24,other,PE,17,Internal medicine,Internal medicine
017-0055-H-J,2020-04-24,2020-04-24,student nurse,PE,17,Internal medicine,Internal medicine
017-0056-K-M,2020-04-24,2020-04-24,nurse,PE,17,Internal medicine,Internal medicine
017-0057-C-C,2020-04-24,2020-04-24,other,PE,17,Internal medicine,Internal medicine
017-0058-N-M,2020-04-24,2020-04-24,other,PE,17,Internal medicine,Internal medicine
017-0059-B-D,2020-04-24,2020-04-24,logistic,PE,17,Internal medicine,Internal medicine
017-0060-D-C,2020-04-24,2020-04-24,other,PE,17,Internal medicine,Internal medicine
017-0061-&-&,2020-04-24,2020-04-24,patient,PA,17,Internal medicine,Internal medicine
017-0062-C-D,2020-04-24,2020-04-24,physician,PE,17,Internal medicine,Internal medicine
017-0063-M-J,2020-04-24,2020-04-24,visitor,V,17,Internal medicine,Internal medicine
017-0064-M-C,2020-04-24,2020-04-24,visitor,V,17,Internal medicine,Internal medicine
017-0065-C-C,2020-04-24,2020-04-24,physician,PE,17,Internal medicine,Internal medicine
017-0066-D-C,2020-04-24,2020-04-24,nurse,PE,17,Internal medicine,Internal medicine
017-0067-B-V,2020-04-24,2020-04-24,nurse,PE,17,Internal medicine,Internal medicine
017-0068-P-H,2020-04-24,2020-04-24,aux nurse,PE,17,Internal medicine,Internal medicine
017-0069-C-J,2020-04-24,2020-04-24,aux nurse,PE,17,Internal medicine,Internal medicine
017-0070-M-S,2020-04-25,2020-04-25,aux nurse,PE,17,Internal medicine,Internal medicine
017-0071-Z-S,2020-04-25,2020-04-25,patient,PA,17,Internal medicine,Internal medicine
017-0072-D-O,2020-04-25,2020-04-25,patient,PA,17,Internal medicine,Internal medicine
017-0073-L-M,2020-04-25,2020-04-25,patient,PA,17,Internal medicine,Internal medicine
017-0074-T-E,2020-04-25,2020-04-25,physician,PE,17,Internal medicine,Internal medicine
017-0075-B-J,2020-04-25,2020-04-25,patient,PA,17,Internal medicine,Internal medicine
017-0076-F-S,2020-04-25,2020-04-25,nurse,PE,17,Internal medicine,Internal medicine
017-0077-D-S,2020-04-25,2020-04-25,nurse,PE,17,Internal medicine,Internal medicine
017-0078-B-G,2020-04-25,2020-04-25,nurse,PE,17,Internal medicine,Internal medicine
017-0079-C-K,2020-04-25,2020-04-25,aux nurse,PE,17,Internal medicine,Internal medicine
017-0080-M-S,2020-04-25,2020-04-25,other,PE,17,Internal medicine,Internal medicine
017-0081-A-Q,2020-04-25,2020-04-25,other,PE,17,Internal medicine,Internal medicine
017-0082-V-V,2020-04-25,2020-04-25,nurse,PE,17,Internal medicine,Internal medicine
017-0083-M-M,2020-04-25,2020-04-25,aux nurse,PE,17,Internal medicine,Internal medicine
017-0084-P-J,2020-04-25,2020-04-25,patient,PA,17,Internal medicine,Internal medicine
015-0001-D-M,2020-04-30,2020-04-30,investigation,PE,15,NA,NA
015-0002-N-G,2020-04-30,2020-04-30,investigation,PE,15,NA,NA
015-0003-L-E,2020-04-30,2020-04-30,student nurse,PE,15,NA,NA
015-0004-D-H,2020-04-30,2020-04-30,aux nurse,PE,15,NA,NA
015-0005-B-M,2020-04-30,2020-04-30,nurse,PE,15,NA,NA
015-0006-L-L,2020-04-30,2020-04-30,aux nurse,PE,15,NA,NA
015-0007-L-V,2020-04-30,2020-04-30,aux nurse,PE,15,NA,NA
015-0008-B-N,2020-04-30,2020-04-30,nurse,PE,15,NA,NA
015-0009-D-K,2020-04-30,2020-04-30,nurse,PE,15,NA,NA
015-0010-B-B,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0011-P-M,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0012-R-I,2020-04-30,2020-04-30,aux nurse,PE,15,NA,NA
015-0013-N-J,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0014-R-F,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0015-S-J,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0016-A-L,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0017-F-M,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0018-S-F,2020-04-30,2020-04-30,logistic,PE,15,NA,NA
015-0019-R-P,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0020-C-E,2020-04-30,2020-04-30,administration,PE,15,NA,NA
015-0021-P-F,2020-04-30,2020-04-30,ext physician,PE,15,NA,NA
015-0022-B-L,2020-04-30,2020-04-30,administration,PE,15,NA,NA
015-0023-S-C,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0024-U-J,2020-04-30,2020-04-30,nurse,PE,15,NA,NA
015-0025-A-L,2020-04-30,2020-04-30,administration,PE,15,NA,NA
015-0026-C-J,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0027-H-S,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0028-M-S,2020-04-30,2020-04-30,logistic,PE,15,NA,NA
015-0029-M-R,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0030-K-M,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0031-L-G,2020-04-30,2020-04-30,aux nurse,PE,15,NA,NA
015-0032-S-J,2020-04-30,2020-04-30,logistic,PE,15,NA,NA
015-0033-B-W,2020-04-30,2020-04-30,logistic,PE,15,NA,NA
015-0034-A-S,2020-04-30,2020-04-30,logistic,PE,15,NA,NA
015-0035-D-J,2020-04-30,2020-04-30,logistic,PE,15,NA,NA
015-0036-A-L,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0037-S-Y,2020-04-30,2020-04-30,aux nurse,PE,15,NA,NA
015-0038-B-F,2020-04-30,2020-04-30,nurse,PE,15,NA,NA
015-0039-L-B,2020-04-30,2020-04-30,nurse,PE,15,NA,NA
015-0040-P-E,2020-04-30,2020-04-30,ext physician,PE,15,NA,NA
015-0041-E-G,2020-04-30,2020-04-30,administration,PE,15,NA,NA
015-0042-F-Q,2020-04-30,2020-04-30,nurse,PE,15,NA,NA
015-0043-M-R,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0044-S-K,2020-04-30,2020-04-30,aux nurse,PE,15,NA,NA
015-0045-G-D,2020-04-30,2020-04-30,aux nurse,PE,15,NA,NA
015-0046-G-A,2020-04-30,2020-04-30,investigation,PE,15,NA,NA
015-0047-V-A,2020-04-30,2020-04-30,investigation,PE,15,NA,NA
015-0048-&-&,2020-04-30,2020-04-30,aux nurse,PE,15,NA,NA
015-0049-C-M,2020-04-30,2020-04-30,aux nurse,PE,15,NA,NA
015-0050-&-&,2020-04-30,2020-04-30,aux nurse,PE,15,NA,NA
015-0051-C-M,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0052-B-J,2020-04-30,2020-04-30,ext physician,PE,15,NA,NA
015-0053-P-F,2020-04-30,2020-04-30,ext physician,PE,15,NA,NA
015-0054-V-A,2020-04-30,2020-04-30,other,PE,15,NA,NA
015-0055-L-A,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0056-L-M,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0057-B-S,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0058-M-M,2020-04-30,2020-04-30,administration,PE,15,NA,NA
015-0059-N-A,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0060-P-L,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0061-I-B,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0062-G-R,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0063-G-N,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0064-V-D,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0065-G-J,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0066-C-A,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0067-B-I,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0068-B-S,2020-04-30,2020-04-30,administration,PE,15,NA,NA
015-0069-S-J,2020-04-30,2020-04-30,administration,PE,15,NA,NA
015-0070-A-M,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0071-D-P,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0072-I-J,2020-04-30,2020-04-30,ext physician,PE,15,NA,NA
015-0073-L-J,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0074-&-&,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0075-P-J,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0076-B-J,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0077-P-L,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0078-M-L,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0079-P-B,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0080-M-M,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0081-B-J,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0082-R-P,2020-04-30,2020-04-30,administration,PE,15,NA,NA
015-0083-M-L,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0084-R-J,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0085-K-L,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0086-B-H,2020-04-30,2020-04-30,nurse,PE,15,NA,NA
015-0087-H-A,2020-04-30,2020-04-30,aux nurse,PE,15,NA,NA
015-0088-F-B,2020-04-30,2020-04-30,aux nurse,PE,15,NA,NA
015-0089-C-B,2020-04-30,2020-04-30,aux nurse,PE,15,NA,NA
015-0090-M-S,2020-04-30,2020-04-30,nurse,PE,15,NA,NA
015-0091-R-E,2020-04-30,2020-04-30,aux nurse,PE,15,NA,NA
015-0092-V-M,2020-04-30,2020-04-30,nurse,PE,15,NA,NA
015-0093-B-T,2020-04-30,2020-04-30,investigation,PE,15,NA,NA
015-0094-C-M,2020-04-30,2020-04-30,investigation,PE,15,NA,NA
015-0095-H-I,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0096-L-A,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0097-S-O,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0098-G-J,2020-04-30,2020-04-30,nurse,PE,15,NA,NA
015-0099-F-L,2020-04-30,2020-04-30,nurse,PE,15,NA,NA
015-0100-D-M,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0101-M-P,2020-04-30,2020-04-30,aux nurse,PE,15,NA,NA
015-0102-T-E,2020-05-01,2020-05-01,patient,PA,NA,NA,NA
015-0103-&-&,2020-05-01,2020-05-01,patient,PA,NA,NA,NA
015-0104-K-L,2020-04-30,2020-04-30,physician,PE,15,NA,NA
015-0105-T-F,2020-05-01,2020-05-01,patient,PA,NA,NA,NA
015-0106-M-U,2020-05-01,2020-05-01,patient,PA,NA,NA,NA
015-0107-N-A,2020-05-01,2020-05-01,patient,PA,NA,NA,NA
015-0108-P-J,2020-05-01,2020-05-01,nurse,PE,NA,NA,NA
015-0109-B-S,2020-05-01,2020-05-01,nurse,PE,NA,NA,NA
015-0110-F-L,2020-05-01,2020-05-01,aux nurse,PE,NA,NA,NA
015-0111-D-M,2020-05-01,2020-05-01,aux nurse,PE,NA,NA,NA
015-0112-F-J,2020-05-01,2020-05-01,nurse,PE,NA,NA,NA
015-0113-C-E,2020-05-01,2020-05-01,nurse,PE,NA,NA,NA
015-0114-C-S,2020-05-01,2020-05-01,aux nurse,PE,NA,NA,NA
015-0115-G-M,2020-05-01,2020-05-01,nurse,PE,NA,NA,NA
015-0116-D-S,2020-05-01,2020-05-01,aux nurse,PE,NA,NA,NA
015-0117-P-S,2020-05-01,2020-05-01,student nurse,PE,NA,NA,NA
015-0118-G-A,2020-05-01,2020-05-01,aux nurse,PE,NA,NA,NA
015-0119-B-J,2020-05-01,2020-05-01,logistic,PE,NA,NA,NA
015-0120-D-C,2020-05-01,2020-05-01,logistic,PE,NA,NA,NA
015-0121-O-E,2020-05-01,2020-05-01,aux nurse,PE,NA,NA,NA
015-0122-R-D,2020-05-01,2020-05-01,physician,PE,NA,NA,NA
015-0123-W-J,2020-05-01,2020-05-01,logistic,PE,NA,NA,NA
015-0124-A-C,2020-05-01,2020-05-01,logistic,PE,NA,NA,NA
015-0125-B-P,2020-05-01,2020-05-01,patient,PA,NA,NA,NA
015-0126-V-A,2020-05-01,2020-05-01,administration,PE,NA,NA,NA
015-0127-D-A,2020-05-01,2020-05-01,physician,PE,NA,NA,NA
015-0128-P-N,2020-05-01,2020-05-01,administration,PE,NA,NA,NA
015-0129-V-M,2020-05-01,2020-05-01,administration,PE,NA,NA,NA
015-0130-B-S,2020-05-01,2020-05-01,physician,PE,NA,NA,NA
015-0131-B-J,2020-05-01,2020-05-01,physician,PE,NA,NA,NA
015-0132-S-R,2020-05-01,2020-05-01,patient,PA,NA,NA,NA
015-0133-B-K,2020-05-01,2020-05-01,nurse,PE,NA,NA,NA
015-0134-&-&,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0135-&-&,2020-04-30,2020-04-30,patient,PA,15,NA,NA
015-0136-L-V,2020-05-01,2020-05-01,patient,PA,NA,NA,NA
015-0137-R-M,2020-05-01,2020-05-01,patient,PA,NA,NA,NA
015-0138-D-P,2020-05-01,2020-05-01,patient,PA,NA,NA,NA
015-0139-T-A,2020-05-01,2020-05-01,physician,PE,NA,NA,NA
015-0140-D-Y,2020-05-01,2020-05-01,patient,PA,NA,NA,NA
015-0141-V-A,2020-05-01,2020-05-01,nurse,PE,NA,NA,NA
015-0142-R-M,2020-05-01,2020-05-01,aux nurse,PE,NA,NA,NA
015-0143-O-M,2020-05-01,2020-05-01,patient,PA,NA,NA,NA
015-0144-L-F,2020-05-01,2020-05-01,patient,PA,NA,NA,NA
015-0145-F-M,2020-05-01,2020-05-01,physician,PE,NA,NA,NA
015-0146-A-C,2020-05-01,2020-05-01,patient,PA,NA,NA,NA
015-0147-I-G,2020-05-01,2020-05-01,patient,PA,NA,NA,NA
015-0148-B-O,2020-05-01,2020-05-01,administration,PE,NA,NA,NA
015-0149-G-M,2020-05-01,2020-05-01,administration,PE,NA,NA,NA
015-0150-F-F,2020-05-01,2020-05-01,physician,PE,NA,NA,NA
008-0001-B-T,2020-05-04,2020-05-04,investigation,PE,8,Infectious Diseases,Infectious diseases #2
008-0002-C-M,2020-05-04,2020-05-04,investigation,PE,8,Infectious Diseases,Infectious diseases #2
008-0003-C-C,2020-05-04,2020-05-04,nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0004-G-L,2020-05-04,2020-05-04,student nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0005-P-M,2020-05-04,2020-05-04,nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,2020-05-04,2020-05-04,nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0007-F-V,2020-05-04,2020-05-04,nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0008-P-S,2020-05-04,2020-05-04,student nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0009-L-V,2020-05-04,2020-05-04,investigation,PE,8,Infectious Diseases,Infectious diseases #2
008-0010-D-L,2020-05-04,2020-05-04,investigation,PE,8,Infectious Diseases,Infectious diseases #2
008-0011-L-D,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0012-E-C,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0013-K-A,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0014-M-J,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0015-D-M,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0016-M-M,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0017-B-C,2020-05-04,2020-05-04,aux nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0018-G-S,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0019-J-G,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0020-T-M,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0021-T-F,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0022-L-G,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0023-D-U,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0024-A-C,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0025-H-C,2020-05-04,2020-05-04,administration,PE,8,Infectious Diseases,Infectious diseases #2
008-0026-P-M,2020-05-04,2020-05-04,physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0027-M-F,2020-05-04,2020-05-04,logistic,PE,8,Infectious Diseases,Infectious diseases #2
008-0028-L-G,2020-05-04,2020-05-04,other,PE,8,Infectious Diseases,Infectious diseases #2
008-0029-R-Y,2020-05-04,2020-05-04,nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0030-P-J,2020-05-04,2020-05-04,student nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0031-C-B,2020-05-04,2020-05-04,aux nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,2020-05-04,2020-05-04,nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0033-D-N,2020-05-04,2020-05-04,aux nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0034-S-J,2020-05-04,2020-05-04,physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0035-L-M,2020-05-04,2020-05-04,physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0036-R-J,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0037-C-J,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0038-G-G,2020-05-04,2020-05-04,aux nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0039-T-H,2020-05-04,2020-05-04,ext physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0040-H-I,2020-05-04,2020-05-04,ext physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0041-J-N,2020-05-04,2020-05-04,ext physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0042-R-L,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0043-S-H,2020-05-04,2020-05-04,ext physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0044-D-L,2020-05-04,2020-05-04,physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0045-S-S,2020-05-04,2020-05-04,ext physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0046-M-O,2020-05-04,2020-05-04,administration,PE,8,Infectious Diseases,Infectious diseases #2
008-0047-B-C,2020-05-04,2020-05-04,physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0048-M-J,2020-05-04,2020-05-04,logistic,PE,8,Infectious Diseases,Infectious diseases #2
008-0049-D-S,2020-05-04,2020-05-04,physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0050-B-O,2020-05-04,2020-05-04,physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0051-K-R,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0052-C-H,2020-05-04,2020-05-04,physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0053-C-M,2020-05-04,2020-05-04,other,PE,8,Infectious Diseases,Infectious diseases #2
008-0054-T-L,2020-05-04,2020-05-04,aux nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0055-G-J,2020-05-04,2020-05-04,physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0056-&-&,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0057-S-M,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0058-M-R,2020-05-04,2020-05-04,physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0059-D-N,2020-05-04,2020-05-04,physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0060-F-E,2020-05-04,2020-05-04,patient,PA,8,Infectious Diseases,Infectious diseases #2
008-0061-D-A,2020-05-04,2020-05-04,administration,PE,8,Infectious Diseases,Infectious diseases #2
008-0062-M-F,2020-05-04,2020-05-04,physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0063-H-B,2020-05-04,2020-05-04,physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0064-R-R,2020-05-04,2020-05-04,administration,PE,8,Infectious Diseases,Infectious diseases #2
008-0065-J-F,2020-05-04,2020-05-04,administration,PE,8,Infectious Diseases,Infectious diseases #2
008-0066-C-S,2020-05-04,2020-05-04,other,PE,8,Infectious Diseases,Infectious diseases #2
008-0067-P-C,2020-05-04,2020-05-04,reeducation staff,PE,8,Infectious Diseases,Infectious diseases #2
008-0068-S-N,2020-05-04,2020-05-04,logistic,PE,8,Infectious Diseases,Infectious diseases #2
008-0069-O-N,2020-05-04,2020-05-04,reeducation staff,PE,8,Infectious Diseases,Infectious diseases #2
008-0070-R-A,2020-05-04,2020-05-04,aux nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0071-T-A,2020-05-04,2020-05-04,aux nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,2020-05-04,2020-05-04,physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0073-P-M,2020-05-04,2020-05-04,physician,PE,8,Infectious Diseases,Infectious diseases #2
008-0074-S-L,2020-05-04,2020-05-04,nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0075-P-D,2020-05-04,2020-05-04,aux nurse,PE,8,Infectious Diseases,Infectious diseases #2
008-0076-J-P,2020-05-04,2020-05-04,nurse,PE,8,Infectious Diseases,Infectious diseases #2
